"Session ID","Date","Day","Start time (EDT)","End time (EDT)","Timezone","Duration (minutes)","Track","Room","Session title","Session type","Attendance format","Full description","Short summary","Description status","Speakers (name; role; company)","Speaker LinkedIn profiles","Speaker biographies","Participants named in title","Notes","Source URL","Scraped at (UTC)"
"439548","2026-10-01","Thursday","10:45","11:25","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","The AI-Native Playbook: How Three Companies Rebuilt GTM from the Inside Out","Regular Session","IN_PERSON","Most companies are adopting AI without changing the operating model underneath it. They add copilots, automate isolated tasks, and ask teams to work faster—but leave the same roles, handoffs, data structures, and management practices in place. In this session, Keith will take attendees inside three anonymized companies moving from legacy GTM playbooks to AI-native ones. He’ll show what the transformation actually looked like: where each company started, what broke, how teams redesigned their workflows and customer data, and where agents began doing work that previously required manual coordination. These are raw practical accounts of companies that were started in the 2010s and had to radically reinvent themselves, navigating adoption, organizational resistance, imperfect technology, and rapid change.","","Full description published","Keith Peiris; Co-Founder & CEO; Lightfield","Keith Peiris: https://linkedin.com/in/keithpeiris","Keith Peiris: Keith Peiris is Co-Founder and CEO of Lightfield, the AI-native CRM built for trusted agent work. Previously, he co-founded Tome, which grew to more than 20 million users. Earlier in his career, Keith was a product leader at Instagram, where he helped grow Instagram Direct to 500 million monthly active users. Today, he works closely with companies replacing legacy systems and operating models with AI-native approaches to customer work.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439548?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441637","2026-10-01","Thursday","11:00","11:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Inside the AI-Native Revenue Engine: How GTM Leaders Are Hitting Their Number Without Scaling Headcount","Expo","IN_PERSON","For decades the fix for a coverage gap has been the same. Hire more reps. That answer is breaking, and not because you can't hire. The math stopped working. All in cost per seller, the ramp curve, and the falling returns of human only outbound on saturated channels mean the ROI no longer pencils out, and every CRO in this room can feel it. 

Mike Pi, Director of Sales at 11x, spends his days inside revenue orgs ranging from the Fortune 1000 to high growth startups. The best run ones have quietly dropped the headcount conversation and replaced it with a sharper question: what work actually needs to get done, and what's the most efficient mix of people and automation to do it? In fifteen minutes he'll break down how those teams are structured, why ""just keep hiring"" may be the most expensive answer to your coverage problem, and a way to pressure test your own org design before you write next year's hiring plan.","","Full description published","Mike Pi; Sales Director; 11x","Mike Pi: https://linkedin.com/in/michael-pi-26765a63","Mike Pi: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441637?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441638","2026-10-01","Thursday","11:20","11:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: The Secret AI CRM Your Best Rep Is Hiding From You","Expo","IN_PERSON","Everyone's running their own Personal Relationship System. It's in their brain, their phone, their notes app, a spreadsheet. And for the AI-forward, a vibe-coded system. We all know relationships drive business and careers. The details aren't in the CRM. They shouldn't be ""centralized"" that way. And they won't be, no matter what's mandated. They secretly drive business for you anyway. Embrace it. See what the best practitioners are doing, how to enable yourself and your team, and a bit about why we're building the AI PRM at mash.com.","","Full description published","Jared Nusinoff; CEO & Co-Founder; Mash","Jared Nusinoff: https://linkedin.com/in/jarednusinoff","Jared Nusinoff: Former Google Product Leader, Bain Consultant, and founder of an Adventure Travel Company. Entrepreneur and product manager with experience building, launching and enhancing B2B + consumer experiences both online and in the physical world. Efforts include relationship intelligence, knowledge agents/graphs/AI, decentralized fintech, mobile applications, embedded software, streaming technology, x-device + proximity based interactions, recommendations & discovery.

Currently a Cofounder, CEO of mash.com. We're building the AI  Personal Relationship Manager. An AI coworker for the network behind your deals, your career, your people. Tell it what matters as it happens and it remembers: it preps you before every meeting, reminds you what you promised last time, and nudges you the moment someone deserves a thank-you, a gift, or a call. Not the company's CRM. Yours.

Location: Toronto born + current home. Spent 5+ years living across from Rhea's deli in the Mission, San Francisco.

I paddle 200-300KM remote wilderness rivers by canoe every year. Favourites include Mountain River in the Northwest Territories, the Pigeon River in Manitoba/Ontario, and the Harricana that ends in James Bay.","","","https://apiro.accelevents.com/r/events/gtm2026/session/441638?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439540","2026-10-01","Thursday","11:30","12:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","How to Use AI to Pressure-Test GTM Strategy With Real Buyer Language","Regular Session","IN_PERSON","A better prompt cannot rescue bad evidence.

When GTM teams ask AI what buyers think, it often turns mixed segments, internal assumptions, and inferred meaning into a confident answer. That is how weak research becomes bad strategy.

In this session, Leah Russo will show you how to use AI to interrogate buyer evidence you already own, including sales calls, customer interviews, and closed-won and closed-lost conversations. You’ll learn a practical prompting protocol that forces AI to quantify patterns, surface contradictions, compare changes over time, and return the buyer language behind every major claim.

Leah will also break down how her team used this process to uncover a positioning problem hiding inside one seemingly positive word: “speed.” That insight helped them sharpen their message, improve buyer fit, and increase conversion.

You’ll leave knowing how to:

• Ask narrow questions that analyze buyer behavior instead of inventing personas
• Separate common themes from signals that are new, accelerating, or changing
• Turn buyer language into stronger positioning, campaigns, and GTM decisions
• Build prompts that make AI show its work

Attendees will also receive Leah’s GTM Prompt Library, with the prompts and frameworks used throughout the session.","Use real buyer conversations to pressure-test positioning, spot shifts in customer language, and make sharper GTM decisions with AI.","Full description published","Leah Russo; VP of Marketing; Clearco","Leah Russo: https://linkedin.com/in/leahrusso","Leah Russo: Leah Russo is Vice President of Marketing at Clearco, where she leads brand, product marketing, demand generation, and communications. She believes the strongest go-to-market strategies combine customer evidence, AI, and data with distinctive branding and clear, memorable ideas that drive action.

With more than 15 years of experience across marketing, marketing operations, and RevOps, Leah specializes in turning buyer behavior into sharper positioning, smarter decisions, and measurable growth. She is also the founder of Novara, co-leads Women of Pavilion, and was named one of the Top 50 GTM Women Voices in the US for 2026.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439540?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439544","2026-10-01","Thursday","11:30","12:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","AI in Practice for Fractionals","Regular Session","IN_PERSON","AI this and AI that. AI Everywhere. In this session we will dive into specific ways that AI is being used by solopreneurs, fractional executives, and consultants to manage and grow their business.","","Full description published","John Williams; ; Sun Business Group
Neil Weitzman; Ambassador | Chair GTM Fractional & Advisors; weitzmanGTM
Crys Black; Fractional CMO and AI Enablement; Crys Black Consulting","John Williams: https://linkedin.com/in/growthcro
Neil Weitzman: https://linkedin.com/in/neilweitzman
Crys Black: http://linkedin.com/in/crystalblack","John Williams: John Williams is a working executive, Chief Principal of Sun Business Group and fxops.ai, who runs his own business on a private, local-first AI stack he built himself: Control Tower, including a daily Morning Brief agent. He builds in public, open-sourcing agents and workflows at github.com/fxops-ai, and teaches at Pavilion's AI School. His operating conviction: own your intelligence. Data sovereignty isn't a constraint on AI adoption, it's the advantage. He's also the architect of the AI Transformation Velocity Loop (ATVL), a methodology for measurable AI adoption at scale.

Neil Weitzman: Not published

Crys Black: Crys Black is a fractional CMO and AI strategist who helps B2B revenue teams stop theorizing about AI and start using it to drive real pipeline.

Based in Colorado, Crys works with GTM leaders to operationalize AI across the full revenue motion: from demand generation and content at scale to the systems and workflows that make marketing teams faster without burning them out. She started her career as a programmer, picked up English degrees along the way, and spent two decades in marketing leadership across startups and enterprise. The result is a rare combination: she can read the code, write the copy, and build the strategy.

She's the kind of person who builds a working sales training tool in Lovable during a car ride and turns it into a keynote framework by Friday. Scrappy, intentional, and relentlessly practical.

Outside her fractional practice, Crys is an incoming board member at Rocky Mountain AI Interest Group (RMAIIG) and lead instructor at Women in AI Labs, where she teaches women in tech to build real AI skills, not just talk about them.

She's here because AI is the biggest lever GTM teams have right now. And she's not letting you leave without knowing how to pull it.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439544?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439545","2026-10-01","Thursday","11:30","12:10","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","Gimme the Glengarry Leads - How Sales and Marketing Can (Truly) Work Together","Regular Session","IN_PERSON","","","No description published","Nycole Walsh; Head of Digital Services; Kickstand
Colby Proffitt; Chief Marketing Officer; Seekr
Radhika Tandon; Advisor (GTM AI), Former CMO; Infinx Healthcare
Shep Maher; Managing Director; WestCap","Nycole Walsh: https://linkedin.com/in/nycole-walsh
Colby Proffitt: https://linkedin.com/in/colbyproffitt
Radhika Tandon: https://linkedin.com/in/radhikatandon1
Shep Maher: https://linkedin.com/in/shepmaher/","Nycole Walsh: Nycole leads digital services (including research, social media, influencer, and content programs) at Kickstand, an Austin-based PR agency built for high-growth tech brands. She is a Certified Research Expert through IIPMR and has led studies for hundreds of the biggest and most innovative brands in the market today.

Colby Proffitt: Not published

Radhika Tandon: Not published

Shep Maher: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439545?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441639","2026-10-01","Thursday","11:40","11:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Intelligence got cheap, Marketing has not.","Expo","IN_PERSON","Support agents ship, coding agents ship, yet most Marketing execution still waits for a human to hit submit.

During this session, Arjun Pillai, CEO of Docket will map where marketing currently sits in the agent landscape and explain why the same arc that took coding from autocomplete to full agents is about to repeat itself in marketing. Most of the time is live flow deep dives, showing real AI workflows running on stage, not slides.","","Full description published","Arjun Pillai; CEO & Co-Founder; Docket","Arjun Pillai: https://linkedin.com/in/rarjunpillai","Arjun Pillai: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441639?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"448334","2026-10-01","Thursday","12:00","12:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: From quota chasers to trusted advisors","Expo","IN_PERSON","","Winning with aligned, customer-centric account planning","Short summary only","Alex Ticas; AVP Revenue; Mural","Alex Ticas: https://linkedin.com/in/alexticas","Alex Ticas: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/448334?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"439537","2026-10-01","Thursday","12:15","13:15","EDT (UTC-04:00); America/New_York","60","GTM","Exhibitor Hall & Main Stage","Lunch","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439537?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441640","2026-10-01","Thursday","12:20","12:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: The missing foundation for AI at scale","Expo","IN_PERSON","AI adoption does not become scalable simply because more people start using it. As agents move from individual experiments into real workflows, organizations need visibility and control: who owns the agents, what data they access, what they cost, and whether they deliver reliable, measurable value.

This session explores why governance is the foundation for scaling AI. It will cover the practical questions organizations need to answer as AI moves into the business, and how clear ownership, observability, and controls help turn experimentation into accountable, high-value operations.","","Full description published","Gabriel Hubert; Co-Founder & CEO; Dust","Gabriel Hubert: https://linkedin.com/in/gabhubert","Gabriel Hubert: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441640?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441641","2026-10-01","Thursday","12:40","12:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: The Weekend Buyer: What 1,429 Off-Hours Conversations Reveal About Modern B2B Buying","Expo","IN_PERSON","Buyers don't clock out after business hours or during weekends. Yet, most websites behave like they do. We analyzed 1,429 buyer conversations that happened nights, weekends, and outside business hours, and found that only 0.2% of those buyers ever asked to speak to a human. They wanted pricing, product depth, and competitive comparisons, immediately, on their own schedule.

It's not just a nights-and-weekends problem. Even during business hours, a full sales calendar means the buyer who's ready right now often can't get time with a seller for 4 to 10 days — and by the time that call happens, the moment that made them want to see your product has already passed.

In this session, Madhav Bhandari (CMO, Storylane) breaks down, with real data, what this means for how your website should engage buyers the instant they're ready — whether your team is off for the weekend or just fully booked — and shares one concrete shift you can make to your funnel this week.","","Full description published","Madhav Bhandari; CMO; Storylane","Madhav Bhandari: https://linkedin.com/in/madhavbhandari","Madhav Bhandari: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441641?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441642","2026-10-01","Thursday","13:00","13:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Stop Patching Your Revenue Stack. Replace It.","Expo","IN_PERSON","Enterprise deals are getting more complex. Your revenue stack shouldn't be. See how Nue runs CPQ, billing & approvals as one agentic architecture.","","Full description published","James McArthur; VP of Product Advocacy; Nue","James McArthur: https://linkedin.com/in/jrmcarthur","James McArthur: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441642?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"443591","2026-10-01","Thursday","13:15","13:35","EDT (UTC-04:00); America/New_York","20","GTM","Main Stage","How to Make Money Building AI Agents Operating at the Frontier","Regular Session","IN_PERSON","","","No description published","Manny Medina; Co-Founder & CEO; Paid","Manny Medina: https://linkedin.com/in/medinism","Manny Medina: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443591?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"447243","2026-10-01","Thursday","13:20","13:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: From Personal AI to a Shared Brain: The Move Most GTM Teams Get Stuck On","Expo","IN_PERSON","Every GTM team plays the whisper game. A customer says something sharp on a sales call, and by the time it reaches a sequence, a pitch deck, or an ad, it's a copy of a copy. Joe Stych shows how Zapier's GTM team built a shared brain that people and AI agents pull from inside the work, including five synthetic buyers that pressure-test campaigns before they ship.","","Full description published","Joe Stych; Sr. Agentic GTM Lead; Zapier","Joe Stych: https://linkedin.com/in/joestych","Joe Stych: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/447243?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"439546","2026-10-01","Thursday","13:35","14:15","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","Focus Beats Everything: How the Best SaaS Teams Use Metrics to Grow","Regular Session","IN_PERSON","","","No description published","Sara Archer; CRO; ChartMogul","Sara Archer: https://linkedin.com/in/smarcher18","Sara Archer: Sara Archer is a recognized SaaS revenue leader and the CRO at ChartMogul, the industry's leading Subscription Analytics and Growth Platform. There she's helped thousands of SaaS founders harness their billing data to make decisions and grow recurring revenue faster. Sara has 12 years of experience building ambitious, international go-to-market teams. Ask her about SaaS metrics, PLG sales, sales methodologies, or revenue operations.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439546?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"448380","2026-10-01","Thursday","13:35","14:15","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","AI-in-Action Workshop: Hands on Keyboard Building Time","Keynote Session","IN_PERSON","","","No description published","Jonathon Moss; EVP - Growth, Partnerships and Incubation; Experity
Andy Jolls; Founder/CEO; Roxology, LLC","Jonathon Moss: https://linkedin.com/in/mossjonathan
Andy Jolls: https://linkedin.com/in/ajolls","Jonathon Moss: Jonathan Moss is a growth and revenue operations executive with more than 20 years of experience building durable revenue systems for organizations ranging from startups to global enterprises. He serves as EVP of Growth and Partnerships at Experity, co-leads the AI in GTM community, and is Co-Dean of Pavilion’s AI & GTM School. He created the GTM AI newsletter and podcast and has written for Harvard Business Review and The Growth Journal. A certified Revenue and Growth Architect, Jonathan helps organizations apply AI, unlock new growth vectors, and scale responsibly.

Andy Jolls: Andy Jolls is a five-time Chief Marketing Officer with a career spanning enterprise companies including Apple and HP and five successful company exits. He is a Dean of the AI in GTM School at Pavilion, where he also co-built the AI in GTM channel, now a community of over 2,800 GTM professionals, and has served as Chair for the CMO functional group (1,100 members) for six years.

A hands-on AI practitioner and educator, Andy has trained thousands of professionals in through workshops, virtual sessions, and direct consulting with organizations ranging from startups to large enterprises.

Today, Andy leads Roxology, LLC, a consultancy focused on helping organizations navigate the AI in GTM journey","","","https://apiro.accelevents.com/r/events/gtm2026/session/448380?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"439547","2026-10-01","Thursday","13:35","14:15","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","The 100x (?) GTM playbook - what does going AI native mean","Regular Session","IN_PERSON","Gaurav Agarwal, President of Revenue at ClickUp, shares how his team empowered subject matter experts across events, demand gen, ad ops, sales, and PMO to become AI native and build their own agents and agentic workflows. He'll break down the lightweight operating model, change management frameworks, and hard-won lessons from running AI transformation at scale. The pattern is simple: you do not need a massive engineering org to make AI real, but you do need a system that enables experts and a culture that rewards ownership and iteration.","","Full description published","Gaurav Agarwal; President & COO; ClickUp","Gaurav Agarwal: https://linkedin.com/in/gauravragarwal","Gaurav Agarwal: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439547?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"442736","2026-10-01","Thursday","13:40","13:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Battling data rot: How to stop feeding your agents (and teams) junk","Expo","IN_PERSON","""GTM data has had two eras. The first turned the yellow pages into digital lists. The second turned these lists into workflows. Somewhere in that jump we skipped the step of fixing the data underneath.

Bad data shrinks the market you can see, lacks the granularity you need for precise GTM, and makes every workflow downstream less useful. Agents make that problem worse because they act on bad records faster and at greater scale.

That was hard to fix until recently. LLMs and modern data engineering open a different path.

The world's top GTM orgs have entered a third era. Built every day from raw evidence, has lineage on every field, lives in your own systems, and maintained with (governed by?) data science and engineering principals.""","","Full description published","Apurva Shukla; Head of Growth; Sumble","Apurva Shukla: https://linkedin.com/in/apurvarshukla","Apurva Shukla: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/442736?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441647","2026-10-01","Thursday","14:00","14:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: What we've learned from deploying AI demo and website agents","Expo","IN_PERSON","Where agents fit into the website and sales cycle, best practices for building and sharing with prospects, and how to qualify and pass agent leads to your sales team.","","Full description published","Natalie Marcotullio; Head of Growth and Product Marketing; Navattic","Natalie Marcotullio: https://linkedin.com/in/natalie-marcotullio","Natalie Marcotullio: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441647?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439553","2026-10-01","Thursday","14:20","15:00","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","Signal-Driven Revenue: Turning External Data into Predictable Pipeline","Regular Session","IN_PERSON","Most enterprise GTM teams run on rearview-mirror CRM data—valuable for reporting, but insufficient for building predictable pipeline. The real edge comes from redesigning GTM strategy and AI workflows around external signals that reveal buying intent, competitive shifts, and market momentum before they surface in your funnel. In this session, CRED Founder & CEO Jon Carr-Harris shares how to architect a signal-driven revenue engine that lifts win rates, shortens sales cycles, and turns AI into measurable pipeline impact.","","Full description published","Jon Carr-Harris; Founder & CEO; CRED","Jon Carr-Harris: https://linkedin.com/in/jcarrharris","Jon Carr-Harris: Jon Carr-Harris is the Founder and CEO of CRED, the data layer revenue teams use to see their market rather than just their pipeline. CRED turns external signals into scored, explainable buying intent, so sellers reach accounts while the reason to reach them is still live.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439553?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439551","2026-10-01","Thursday","14:20","15:00","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","From AI Experimentation to Coordinated Impact","Regular Session","IN_PERSON","","How collaborative workflows, human-centered methods, and shared decision-making turn isolated AI use into scalable GTM performance.","Short summary only","Sam Schumacher; Solutions Consultant; Mural
Alex Ticas; AVP Revenue; Mural","Sam Schumacher: https://linkedin.com/in/samschumacher
Alex Ticas: https://linkedin.com/in/alexticas","Sam Schumacher: Not published

Alex Ticas: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439551?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439549","2026-10-01","Thursday","14:20","15:00","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","The Great Rethink: Prioritizing Learning Over Labor in the Next Era of Revenue Growth","Keynote Session","IN_PERSON","","","No description published","Monika Saha; Chief Commercial Officer; Articulate","Monika Saha: https://linkedin.com/in/monikasaha/","Monika Saha: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439549?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441643","2026-10-01","Thursday","14:20","14:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Build Versus Buy: The GTM AI Trap Nobody's Talking About","Expo","IN_PERSON","","","No description published","Jessika Klek; CRO; Common Room","Jessika Klek: https://linkedin.com/in/jessicaklek","Jessika Klek: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441643?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"448306","2026-10-01","Thursday","14:40","14:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: An AI Chief of Staff for Every Sales Leader (The Future of GTM)","Expo","IN_PERSON","Outreach gave every sales leader an AI Chief of Staff and here's what happened: they spent more time coaching, they found the right deals to support + forecast, and they were able to support their teams to grow seller output 70% YoY","","Full description published","Greg Bauman; Senior Director, Sales; Outreach","Greg Bauman: Not published","Greg Bauman: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/448306?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"439560","2026-10-01","Thursday","15:05","15:45","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","Human Leadership in the Age of AI: A Fireside Chat with Nick Mehta & Sam Jacobs","Keynote Session","IN_PERSON","","","No description published","Sam Jacobs; CEO; Pavilion
Nick Mehta; ; ","Sam Jacobs: Not published
Nick Mehta: https://www.linkedin.com/in/nickmehta/","Sam Jacobs: Not published

Nick Mehta: Nick Mehta most recently explored agentic startup ideas as an Entrepreneur-in-Residence at Bessemer Venture Partners and as an advisor at Chemistry Ventures, after handing off the CEO role at Gainsight to his President and successor.

Prior to that, he spent 12.5 years co-founding and serving as CEO of Gainsight, the iconic company that defined the category of Customer Success for SaaS companies. Under Nick's leadership, the company scaled to $235M in Annual Recurring Revenue and $60M+ EBITDA. During its Venture Capital-backed era from 2013 to 2020, Gainsight raised $150M from top software investors including Battery Ventures, Bain Capital Ventures, Bessemer Venture Partners, Lightspeed Venture Partners, Insight Venture Partners and Salesforce Ventures. At the end of 2020, Vista Equity Partners acquired Gainsight for $1.1B in an all-cash transaction.

Gainsight championed the new role of Customer Success Management to help businesses maximize Net Revenue Retention. The Customer Success Manager (CSM) population in the world grew from a few thousand in 2013 to hundreds of thousands by 2025. Gainsight helped evangelize the category by publishing five books with Wiley Publishing on the topic, including 4 co-authored by Nick. Gainsight ran hundreds of Customer Success events, including the industry-standard conference, Pulse, which grew to thousands of attendees annually across the US and Europe.

Gainsight earned recognition for its world-class culture. Gainsight's 1100+ employees across the US, Canada, the UK, EMEA, India and Japan were passionate about its mission: ""to be living proof you can win in business, while being Human-First."" In 2023, it was recognized as the #1 Best Place to Work across all company sizes by Glassdoor.

Gainsight was a five-time Forbes Cloud 100 recipient. Nick was named the #2 CEO by the Software Report, had a 98% approval rating on Glassdoor and won the Enterpreneur of the Year Award for Northern California.

Prior to Gainsight, Nick was the CEO of Summit Partners-backed LiveOffice, which he sold to Symantec and he later served as a VP/GM at Symantec. He even co-founded a failed 1990s golf startup from his dorm room, which you should ask him about some time. He'll show you their hilarious dotcom commercial and you can ask where the venture capital dollars went.

In addition to his full-time roles, Nick serves on the boards of F5 (NASDAQ: FFIV), PubMatic (NASDAQ: PUBM), Gainsight, and the a16z-backed AI measurement company Larridin. Nick also co-founded the non-profit New Work Foundation to help young people navigate their careers in the world of AI.

Nick earned his Bachelor's in Biochemical Sciences Magna Cum Laude from Harvard College and Master's in Computer Science from Harvard University.

Outside of work, Nick is passionate about family, physics, philosophy, fiction, pop music and his Pittsburgh Steelers. People say there is no way to connect all of those interests with business, but he continues to try.

On a closing note, Nick's Indian-American mom would like to point out that he still has time to become a doctor.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439560?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439556","2026-10-01","Thursday","15:45","16:00","EDT (UTC-04:00); America/New_York","15","GTM","Main Stage","GTM Closing Remarks","Keynote Session","IN_PERSON","","","No description published","Sam Jacobs; CEO; Pavilion","Sam Jacobs: Not published","Sam Jacobs: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439556?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
